Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB,P_relabun,TPA_relabun,BHET_relabun,PET_relabun,PETB_relabun,P,TPA,BHET,PET,PETB,P_sd,TPA_sd,BHET_sd,PET_sd,PETB_sd,P_TPA_fc,P_BHET_fc,P_PET_fc,P_PETB_fc,TPA_BHET_fc,TPA_PET_fc,TPA_PETB_fc,BHET_PET_fc,BHET_PETB_fc,PET_PETB_fc,P_TPA_ttest,P_BHET_ttest,P_PET_ttest,P_PETB_ttest,P_TPA_ttest_sig,P_BHET_ttest_sig,P_PET_ttest_sig,P_PETB_ttest_sig,TPA_BHET_ttest,TPA_PET_ttest,TPA_PETB_ttest,TPA_BHET_ttest_sig,TPA_PET_ttest_sig,TPA_PETB_ttest_sig,BHET_PET_ttest,BHET_PETB_ttest,BHET_PET_ttest_sig,BHET_PETB_ttest_sig,PET_PETB_ttest,PET_PETB_ttest_sig
DMKJLJHC_00031 Mercuric reductase,22.18858,22.50531,22.31819,22.43122,22.42021,22.08628,21.79479,19.45306,21.05722,22.64845,22.54097,22.69846,23.0545,22.55569,20.77719,0.005973242626966226,0.006441168039984814,0.0022479518430905216,0.00793299277636197,0.016181336662060983,22.33736,22.312569999999997,20.768356666666666,22.629293333333333,22.129126666666668,0.13001305037059413,0.16007431211784187,0.9775842221971914,0.06570646053133213,0.9774123718722247,-0.024790000000002976,-1.5690033333333346,0.2919333333333327,-0.20823333333333238,-1.5442133333333317,0.3167233333333357,-0.1834433333333294,1.8609366666666673,1.3607700000000023,-0.5001666666666651,0.8732591907329822,0.0876477160875991,0.04714759042263826,0.7800713964623391,,,+,,0.09218264015860271,0.06077504276020831,0.8063079667787996,,,,0.05488276316363959,0.23629869908170845,,,0.5102137337653228,
DMKJLJHC_00033 Phosphoserine phosphatase,22.0212,22.21095,22.6396,20.6754,18.02472,19.69754,23.05785,20.52251,19.64423,21.77973,19.47944,21.84995,22.04713,20.97696,21.22834,0.005782677547485151,0.0008954215821462565,0.0027800634231139034,0.0026297856918503122,0.009880670058699576,22.290583333333334,19.465886666666666,21.074863333333333,21.036373333333334,21.41747666666667,0.2586641849107754,1.0944629019853636,1.4473011733875178,1.101291292206058,0.4569066033179602,-2.824696666666668,-1.215720000000001,-1.2542100000000005,-0.8731066666666649,1.608976666666667,1.5704866666666675,1.951590000000003,-0.03848999999999947,0.3426133333333361,0.38110333333333557,0.02375407096777727,0.3071730230420597,0.19197363270900486,0.07836737489696768,+,,,,0.2781248543173624,0.2258176518285932,0.08050689869533001,,,,0.9775564433000772,0.7655144419616409,,,0.6746748567454061,
DMKJLJHC_00034 Phosphoserine aminotransferase,26.24954,26.11269,26.18319,25.02682,25.31202,25.36018,25.4338,25.58483,25.5125,25.52406,25.46799,25.32584,22.82213,21.14523,21.83299,0.08580328576231601,0.0487644877467779,0.06015576628108381,0.05563298337867824,0.014128948678295108,26.181806666666663,25.233006666666668,25.51037666666667,25.439296666666667,21.933449999999997,0.05587734086570493,0.14711571983381694,0.061676017128936104,0.08342770376532921,0.6882671773858366,-0.948799999999995,-0.6714299999999938,-0.7425099999999958,-4.248356666666666,0.2773700000000012,0.2062899999999992,-3.299556666666671,-0.07108000000000203,-3.5769266666666724,-3.5058466666666703,0.0010381704272618877,0.0003366350076318031,0.0004724912924197872,0.0009607971650311415,+,+,+,+,0.06976727606245053,0.15961591150427434,0.002685012722463213,,,+,0.3874670221830135,0.0018528485242723905,,+,0.002023121408211839,+
DMKJLJHC_00035 D-3-phosphoglycerate dehydrogenase,27.80661,27.80741,27.72221,26.53273,26.38806,26.33979,26.18499,26.22334,26.05832,26.31736,26.24623,26.34773,24.95434,21.20584,23.95136,0.259555213663921,0.1110407697188928,0.09407923754774664,0.1012898101891788,0.03825683312837643,27.778743333333335,26.420193333333334,26.15555,26.303773333333336,23.37051333333333,0.03997643750455434,0.08197916090216012,0.07051210439822916,0.042536342370050606,1.5844768221999619,-1.358550000000001,-1.623193333333333,-1.474969999999999,-4.408230000000003,-0.264643333333332,-0.11641999999999797,-3.049680000000002,0.14822333333333404,-2.78503666666667,-2.933260000000004,3.001944963220062e-05,9.250160971592504e-06,3.6606231403255726e-06,0.017055835067582365,+,+,+,+,0.025790502195382488,0.14921994611925307,0.05307809084886201,+,,,0.06360755026765254,0.06796982502510897,,,0.05897749729531923,
DMKJLJHC_00037 Beta-ketothiolase BktB,25.22766,25.08639,25.17798,25.9911,26.11527,26.18327,27.53297,27.74349,27.62115,26.21227,26.16018,26.08572,26.43867,21.51753,25.66546,0.04237567147002823,0.08872685930604411,0.26188527430905956,0.0912210730139763,0.08608473615940658,25.16401,26.096546666666665,27.632536666666667,26.15272333333333,24.54055333333333,0.05851309767906621,0.07956234299102978,0.08632075738520677,0.05193218034663703,2.1607816458299416,0.9325366666666639,2.4685266666666656,0.9887133333333296,-0.6234566666666694,1.5359900000000017,0.05617666666666565,-1.5559933333333333,-1.479813333333336,-3.091983333333335,-1.612169999999999,0.00018185420461660102,4.749236504761368e-06,5.759788352369589e-05,0.7042374806906497,+,+,+,,5.020159864896851e-05,0.45009903581068994,0.36637111219482027,+,,,3.1722291334556264e-05,0.1132311391894468,+,,0.35099445408725255,
DMKJLJHC_00042 hypothetical protein,21.13946,21.87305,22.6926,22.70094,22.77905,19.70737,21.87222,20.94857,19.50107,19.89815,22.09307,19.33962,21.56533,22.09713,22.17961,0.004416359628859349,0.004298616272595772,0.002256689290210234,0.0017437403528079,0.014265801323734817,21.90170333333333,21.729119999999998,20.773953333333335,20.44361333333333,21.947356666666664,0.6343903766784469,1.4299487379856195,0.9758607536711146,1.1884217578041152,0.27222419453253793,-0.17258333333333198,-1.1277499999999954,-1.4580899999999986,0.04565333333333399,-0.9551666666666634,-1.2855066666666666,0.21823666666666597,-0.3303400000000032,1.1734033333333294,1.5037433333333325,0.8835750643639624,0.2424814450989255,0.20059673781211285,0.9299834133441136,,,,,0.47882274169630973,0.3835545373803918,0.8424515521642466,,,,0.7764250850861333,0.1767733373241966,,,0.15605771328301016,
DMKJLJHC_00047 Farnesyl diphosphate synthase,22.74595,22.55742,22.73643,22.66993,22.55971,22.55091,22.69526,23.00472,22.59028,22.3139,22.60775,22.48402,21.74797,22.11378,22.65777,0.007574169236869781,0.007825966836911427,0.008961091459351084,0.00709660284087284,0.01668298508793331,22.679933333333334,22.59351666666667,22.763419999999996,22.468556666666668,22.173173333333335,0.0867171464526412,0.05415168900618276,0.1759251120979221,0.12046103556291059,0.37379110568456425,-0.08641666666666481,0.08348666666666205,-0.21137666666666632,-0.5067599999999999,0.16990333333332686,-0.12496000000000151,-0.42034333333333507,-0.29486333333332837,-0.5902466666666619,-0.29538333333333355,0.29796071045174244,0.5796517067528781,0.11427761113878462,0.13519179908875364,,,,,0.26178936551853643,0.2518815159955448,0.19062135814567535,,,,0.12214523752065351,0.11342600944850588,,,0.3474195918403548,
DMKJLJHC_00048 1-deoxy-D-xylulose-5-phosphate synthase,24.67691,24.5354,24.52677,23.87136,23.87793,23.81939,23.80035,23.73903,24.07153,23.75185,23.93031,23.95473,22.26974,21.82487,22.39806,0.028263097018188316,0.018778097472248265,0.01930038600435631,0.018863627573118713,0.016579809763032673,24.579693333333335,23.856226666666668,23.870303333333336,23.87896333333333,22.164223333333336,0.06883278982836288,0.026185189622295525,0.14447413640125603,0.09043389384271527,0.24561082933960546,-0.7234666666666669,-0.7093899999999991,-0.7007300000000036,-2.415469999999999,0.014076666666667847,0.022736666666663297,-1.6920033333333322,0.008659999999995449,-1.70608,-1.7147399999999955,0.00015564721506247485,0.0033043914877918597,0.0009528155745713548,0.00017979379793014476,+,+,+,+,0.8987001033791653,0.7498926544783244,0.0006354124814695194,,,+,0.9461672750116854,0.0010661947762467278,,+,0.0007546071269069822,+
DMKJLJHC_00051 S-formylglutathione hydrolase,24.04835,23.92207,23.86136,24.21963,24.33926,24.31631,24.23155,24.4025,24.46008,24.26607,24.49399,24.46973,21.5819,22.02854,22.48601,0.018190092703701855,0.025395230497572436,0.02718925022820259,0.027255999140933858,0.015129393137759182,23.94392666666667,24.291733333333337,24.364710000000002,24.40993,22.03215,0.07788709963073953,0.051838490418693324,0.0970482811113462,0.102205386681264,0.36911018869708784,0.34780666666666704,0.4207833333333326,0.46600333333332955,-1.9117766666666682,0.07297666666666558,0.11819666666666251,-2.2595833333333353,0.04521999999999693,-2.332560000000001,-2.377779999999998,0.006266194236913909,0.008761874697069514,0.006845101937888186,0.0020065098266039767,+,+,+,+,0.4013476277883522,0.21843140686532034,0.0010166414704875166,,,+,0.6735424385397497,0.000985483852963811,,+,0.0009279821302195419,+
DMKJLJHC_00054 hypothetical protein,22.18238,22.3235,22.24606,22.40432,22.54272,22.61423,22.24928,21.89611,22.19622,22.78437,22.38477,22.91254,22.25316,21.96116,21.31448,0.005624796845196245,0.007439345304816877,0.005712508722278517,0.008296283733656115,0.013269715623933176,22.250646666666665,22.520423333333337,22.113870000000002,22.693893333333335,21.842933333333335,0.0577032161630146,0.08713364460541219,0.1554957750765806,0.22475885393510583,0.39222714008877896,0.2697766666666723,-0.13677666666666255,0.44324666666667056,-0.40771333333333004,-0.4065533333333349,0.17346999999999824,-0.6774900000000024,0.5800233333333331,-0.2709366666666675,-0.8509600000000006,0.02175907449537778,0.308305565705568,0.05401801132619605,0.2195190957472052,+,,,,0.03210814234871747,0.3663703921010515,0.07560818143139555,+,,,0.039889744054949855,0.4151756789119576,+,,0.056265893540864025,
DMKJLJHC_00058 Nicotinate phosphoribosyltransferase,24.05846,24.08253,24.09692,23.79124,23.81499,23.75532,23.82104,23.68966,23.85472,23.83884,23.87802,23.78676,21.37844,22.03368,21.92709,0.01997962578850309,0.017900595326454084,0.018236131296027927,0.01829163209344878,0.012700988521781536,24.079303333333332,23.78718333333333,23.788473333333332,23.83454,21.77973666666667,0.015866136545766026,0.024528481857265954,0.07121161765392574,0.03738060459650101,0.2870767818700924,-0.2921200000000006,-0.2908299999999997,-0.24476333333333145,-2.2995666666666637,0.0012900000000009015,0.047356666666669156,-2.007446666666663,0.046066666666668254,-2.008736666666664,-2.054803333333332,0.00014514147613489125,0.0048730170809218884,0.0010392915169882759,0.00034821742029914445,+,+,+,+,0.9818357939981956,0.2085068189219128,0.0005950825952389532,,,+,0.46335696264054854,0.0006569097037987238,,+,0.0005538640182277521,+
DMKJLJHC_00060 hypothetical protein,21.65158,21.42711,20.88278,20.60865,20.62176,20.78572,20.94842,20.316,20.22194,20.75784,18.98531,19.05617,20.84359,21.90199,21.37729,0.0029519009718364424,0.0020659361450749924,0.0018605224467316789,0.0009715399561424846,0.009589278130650638,21.320489999999996,20.672043333333335,20.495453333333334,19.599773333333335,21.374290000000002,0.32278912445537306,0.08055952843843082,0.32258944158515473,0.8193876120751543,0.4320951978441797,-0.6484466666666613,-0.8250366666666622,-1.720716666666661,0.053800000000006065,-0.1765900000000009,-1.0722699999999996,0.7022466666666674,-0.8956799999999987,0.8788366666666683,1.774516666666667,0.051035428819240475,0.06285391032793977,0.05068423056422755,0.894635937646169,,,,,0.4943691942034699,0.1393084506809334,0.08673182602537095,,,,0.22370258597747647,0.08249519298258254,,,0.0535869723122475,
DMKJLJHC_00095 Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,25.49296,25.78743,25.41193,24.55286,24.70033,24.81397,25.33998,25.27853,25.33306,24.77686,25.12637,25.04256,21.76336,22.12085,21.91253,0.05591878039817334,0.03344701746043684,0.05261653950235722,0.04051830454657871,0.014117168817761089,25.564106666666664,24.689053333333334,25.31719,24.981930000000002,21.932246666666668,0.1613411471248282,0.10689552667077523,0.02748233735814103,0.14898838366351577,0.1466090839235043,-0.8750533333333301,-0.2469166666666638,-0.5821766666666619,-3.631859999999996,0.6281366666666663,0.29287666666666823,-2.756806666666666,-0.3352599999999981,-3.3849433333333323,-3.049683333333334,0.0030714170323922676,0.09980500368610803,0.019964029577123354,1.9240865529709755e-05,+,,+,+,0.0012938449430694857,0.08679756280733772,2.7743670240246043e-05,+,,+,0.03520130679301903,5.61979330445894e-06,+,+,3.259125836516551e-05,+
DMKJLJHC_00096 Dihydrofolate synthase/folylpolyglutamate synthase,23.20534,23.28404,23.11281,22.6808,23.13768,22.78313,22.92816,23.27227,23.23008,22.80729,23.06605,23.041,22.1698,22.01151,22.84901,0.010867018916692305,0.009460757251460566,0.011662116997334993,0.01005623642708062,0.01877280355333886,23.200729999999997,22.867203333333332,23.14350333333333,22.971446666666665,22.343439999999998,0.06998031770910118,0.19576529762844924,0.1532417750557022,0.11652591709811083,0.3632856540887164,-0.3335266666666641,-0.05722666666666498,-0.22928333333333129,-0.857289999999999,0.2762999999999991,0.1042433333333328,-0.5237633333333349,-0.1720566666666663,-0.800063333333334,-0.6280066666666677,0.08584113438074442,0.6560333963834704,0.07553188262974535,0.030585567062629826,,,,+,0.19111303730218873,0.5528303736295613,0.14710766089435223,,,,0.27489127917113776,0.04548410749081177,,+,0.08043613235516053,
DMKJLJHC_00097 Alkanal monooxygenase alpha chain,19.58981,21.0454,20.48151,20.74944,21.2828,20.92687,21.49458,22.01264,22.06062,19.4923,20.60909,20.83931,21.76356,21.32202,22.2923,0.0015298543672708823,0.0025688494285208857,0.0047773187195877306,0.001593433232021236,0.012814976088995445,20.37224,20.98637,21.855946666666668,20.313566666666663,21.792626666666663,0.5992442527606476,0.22177076738530485,0.2562744894747737,0.5882797041279674,0.39664801603212774,0.6141299999999994,1.4837066666666665,-0.05867333333333846,1.420386666666662,0.8695766666666671,-0.6728033333333379,0.8062566666666626,-1.542380000000005,-0.06332000000000448,1.4790600000000005,0.24565252787235725,0.032296408575584024,0.9260413317636951,0.04904919187944501,,+,,+,0.0221871451021011,0.20472427378997476,0.06612174129497153,+,,,0.027294867135861635,0.8588361052613178,+,,0.04204850789804453,+
DMKJLJHC_00101 Disulfide bond formation protein D,23.63001,23.66145,23.83258,23.43632,23.35057,23.28306,23.08042,23.54026,23.10623,23.44127,23.31202,23.46176,21.83781,20.82875,21.60217,0.015446067297189944,0.013282016861498899,0.012488755338689697,0.013581666137376543,0.009917951806379664,23.708013333333337,23.356650000000002,23.242303333333336,23.40501666666667,21.42291,0.08901220602941119,0.06271566364686443,0.21095050040761268,0.06628848584449325,0.4310074489688865,-0.35136333333333525,-0.4657100000000014,-0.3029966666666688,-2.2851033333333355,-0.11434666666666615,0.04836666666666645,-1.9337400000000002,0.1627133333333326,-1.819393333333334,-1.9821066666666667,0.010311731299678417,0.04517070424141775,0.01813253916161902,0.001831503560815897,+,+,+,+,0.5032177999805868,0.49519736838082035,0.0032850817806209863,,,+,0.35679723292427723,0.005838569687774042,,+,0.00301173648698991,+
DMKJLJHC_00104 hypothetical protein,22.97647,22.67431,23.45249,20.63675,19.69625,21.75687,20.82167,20.94902,21.74526,22.30092,19.04522,19.56583,23.06809,20.9067,21.94215,0.009683829356268506,0.002101436209810437,0.00297365606979988,0.0015828909879149146,0.014514727162095214,23.034423333333333,20.69662333333333,21.171983333333333,20.303990000000002,21.972313333333332,0.3203227224049046,0.8423092496754911,0.40868823328084847,1.4279485895741026,0.8826415101022363,-2.3378000000000014,-1.8624399999999994,-2.7304333333333304,-1.0621100000000006,0.475360000000002,-0.39263333333332895,1.2756900000000009,-0.867993333333331,0.8003299999999989,1.6683233333333298,0.021414404992430098,0.007118600044109897,0.057664974068249435,0.18491871649728364,+,+,,,0.5124269225650875,0.7545060768452589,0.2133023362511447,,,,0.45498956011368086,0.30924869387932935,,,0.2325952223998021,
DMKJLJHC_00105 hypothetical protein,22.87309,22.71179,22.72244,23.22086,23.2476,23.34706,23.31202,23.33388,23.4381,23.46538,23.29684,23.37385,21.15595,21.83444,21.78871,0.008057101836827327,0.012523729343883318,0.013562843734339714,0.013336072080089398,0.01115922977166015,22.76910666666667,23.271839999999997,23.361333333333334,23.378690000000002,21.593033333333334,0.07365575711073545,0.054297287838958416,0.055010942749803206,0.06889122875954531,0.3096279363293229,0.5027333333333281,0.5922266666666651,0.6095833333333331,-1.1760733333333349,0.08949333333333698,0.106850000000005,-1.678806666666663,0.01735666666666802,-1.7683,-1.785656666666668,0.0014792431640550559,0.0008051783066684182,0.0010282049413192311,0.0064018502419974565,+,+,+,+,0.17688568078675873,0.16004486473655694,0.0016467651741967813,,,+,0.7944860222747472,0.001354469748371004,,+,0.001348575183272608,+
DMKJLJHC_00106 Cell division protein ZapE,23.64911,23.53588,23.54922,23.16348,23.41519,23.47766,23.93805,23.76557,23.91178,23.50179,23.36172,23.23327,21.80114,22.46416,21.78854,0.014115656507202229,0.013240285535715428,0.019320418812533643,0.013215556161391556,0.014981175056137181,23.578069999999997,23.35211,23.871799999999997,23.365593333333333,22.017946666666663,0.05052722104635033,0.13579784706197173,0.07587769940283294,0.10965704000301174,0.3155624017880171,-0.22595999999999705,0.29373000000000005,-0.21247666666666376,-1.5601233333333333,0.5196899999999971,0.013483333333333292,-1.3341633333333363,-0.5062066666666638,-1.8538533333333334,-1.3476466666666695,0.09209100102439946,0.010364651119835618,0.06757438007021502,0.0023086395302604683,,+,,+,0.009140441642537071,0.9182683999204474,0.005355544823628335,+,,+,0.005813221266056838,0.0012759539348782649,+,+,0.004667047490147767,+
DMKJLJHC_00109 LPS-assembly lipoprotein LptE,22.1254,21.72013,22.54021,21.88826,22.12588,22.72094,22.27881,22.29617,21.93531,21.78477,20.67243,21.92854,21.70384,22.41492,21.42362,0.00516845944894518,0.006146559075203833,0.0059395396986807935,0.0035319997363531612,0.013311416684607514,22.12858,22.245026666666664,22.170096666666666,21.46191333333333,21.847459999999998,0.3348038091181151,0.35022463432615486,0.16617044770021144,0.5613260510810307,0.41724409386672723,0.11644666666666481,0.041516666666666424,-0.6666666666666679,-0.28112000000000137,-0.07492999999999839,-0.7831133333333327,-0.3975666666666662,-0.7081833333333343,-0.3226366666666678,0.3855466666666665,0.7510372924072178,0.8827893670044316,0.22262630913889286,0.4986617442823242,,,,,0.7981104558489833,0.16946370055995744,0.36033206805820117,,,,0.16228511855328795,0.3671099160469629,,,0.4791903415144339,
